LSOA code,LSOA name,LONG__y,LAT_y,LSOA IMD Score
E01009921,Sandwell 034A,-1.96932,52.4791,25.069
E01009922,Sandwell 034B,-1.98117,52.4786,27.174
E01009923,Sandwell 036A,-1.98812,52.4764,20.985
E01009924,Sandwell 034C,-1.97501,52.4745,17.09
E01009925,Sandwell 034D,-1.98063,52.471,17.328
E01009926,Sandwell 034E,-1.9774,52.4787,16.935
E01009927,Sandwell 034F,-1.96949,52.4743,25.575
E01009928,Sandwell 034G,-1.97297,52.4807,28.157
E01009929,Sandwell 033A,-2.04055,52.4796,43.022
E01009930,Sandwell 033B,-2.0339,52.4821,35.947
E01009931,Sandwell 033C,-2.05076,52.4781,15.689
E01009932,Sandwell 033D,-2.04257,52.4741,41.484
E01009933,Sandwell 035A,-2.05078,52.4709,33.844
E01009934,Sandwell 027A,-2.02861,52.4929,39.43
E01009935,Sandwell 027B,-2.03366,52.491,47.757
E01009936,Sandwell 027C,-2.03401,52.4866,18.806
E01009937,Sandwell 032A,-1.99288,52.4799,37.313
E01009938,Sandwell 031A,-1.98501,52.481,31.089
E01009939,Sandwell 032B,-2.00102,52.4807,18.558
E01009940,Sandwell 032C,-1.99811,52.4752,34.998
E01009941,Sandwell 032D,-1.99827,52.4879,33.482
E01009942,Sandwell 032E,-1.99718,52.4837,39.486
E01009943,Sandwell 031B,-1.9866,52.4869,43.244
E01009944,Sandwell 031C,-1.98881,52.4855,37.633
E01009946,Sandwell 039A,-1.98397,52.535,20.972
E01009947,Sandwell 017A,-1.98031,52.5294,27.808
E01009948,Sandwell 039B,-1.97855,52.5487,18.7
E01009949,Sandwell 039C,-1.96018,52.5457,12.686
E01009950,Sandwell 039D,-1.98093,52.5436,31.021
E01009951,Sandwell 039E,-1.97343,52.5469,52.644
E01009952,Sandwell 035B,-2.06762,52.4718,46.147
E01009953,Sandwell 038A,-2.08846,52.4704,40.311
E01009954,Sandwell 038B,-2.07566,52.4653,33.989
E01009955,Sandwell 035C,-2.07856,52.4739,35.883
E01009956,Sandwell 035D,-2.06172,52.4744,30.461
E01009957,Sandwell 038C,-2.07438,52.471,53.031
E01009958,Sandwell 038D,-2.06337,52.4665,11.461
E01009959,Sandwell 035E,-2.05459,52.4671,9.814
E01009960,Sandwell 003A,-1.99785,52.5573,36.495
E01009961,Sandwell 003B,-2.0003,52.5608,19.439
E01009962,Sandwell 004A,-1.9938,52.5541,56.992
E01009963,Sandwell 004B,-1.99684,52.5497,53.87
E01009964,Sandwell 004C,-1.98094,52.5519,57.491
E01009965,Sandwell 004D,-1.9894,52.5506,58.942
E01009966,Sandwell 003C,-2.0049,52.5504,35.56
E01009967,Sandwell 003D,-1.98741,52.558,26.983
E01009968,Sandwell 006A,-1.94805,52.5506,16.57
E01009969,Sandwell 002A,-1.96297,52.5535,34.412
E01009970,Sandwell 002B,-1.96612,52.5601,28.484
E01009971,Sandwell 002C,-1.95755,52.56,36.776
E01009972,Sandwell 006B,-1.93962,52.5561,15.982
E01009973,Sandwell 002D,-1.967,52.5551,19.304
E01009974,Sandwell 006C,-1.93544,52.5495,15.44
E01009975,Sandwell 006D,-1.9282,52.5498,15.309
E01009976,Sandwell 016A,-2.04604,52.5297,13.04
E01009977,Sandwell 016B,-2.03685,52.5345,28.349
E01009978,Sandwell 014A,-2.05382,52.5365,48.372
E01009979,Sandwell 016C,-2.0308,52.5258,62.903
E01009980,Sandwell 016D,-2.0421,52.525,36.968
E01009981,Sandwell 018A,-2.0244,52.5243,43.569
E01009982,Sandwell 009A,-2.03803,52.5409,39.492
E01009983,Sandwell 009B,-2.04671,52.5357,45.048
E01009985,Sandwell 018C,-2.01109,52.517,47.618
E01009986,Sandwell 019A,-2.00478,52.516,36.64
E01009987,Sandwell 019B,-2.00677,52.5203,58.334
E01009988,Sandwell 020A,-1.99704,52.5139,42.705
E01009989,Sandwell 019C,-2.00705,52.5108,34.02
E01009991,Sandwell 010A,-1.99669,52.5336,36.081
E01009992,Sandwell 017B,-1.99605,52.5267,34.961
E01009993,Sandwell 017C,-1.99284,52.5292,50.837
E01009994,Sandwell 010B,-1.98818,52.5474,42.974
E01009995,Sandwell 010C,-1.99796,52.5444,34.116
E01009996,Sandwell 010D,-1.98932,52.5399,51.38
E01009997,Sandwell 010E,-1.99265,52.5364,36.468
E01009998,Sandwell 010F,-2.00182,52.5383,35.524
E01009999,Sandwell 033E,-2.03072,52.4798,33.643
E01010000,Sandwell 030A,-2.00905,52.4805,22.905
E01010001,Sandwell 037A,-2.01607,52.4782,39.471
E01010002,Sandwell 030B,-2.01816,52.4877,23.789
E01010003,Sandwell 030C,-2.01302,52.4906,51.066
E01010004,Sandwell 027D,-2.02357,52.4899,42.056
E01010005,Sandwell 030D,-2.00551,52.4882,29.311
E01010006,Sandwell 030E,-2.01226,52.4835,23.447
E01010007,Sandwell 012A,-1.94161,52.5366,28.883
E01010008,Sandwell 011A,-1.9345,52.5386,23.456
E01010009,Sandwell 012B,-1.95147,52.5346,25.209
E01010010,Sandwell 011B,-1.93396,52.5347,34.54
E01010011,Sandwell 011C,-1.93374,52.5431,14.383
E01010012,Sandwell 011D,-1.94263,52.5428,17.305
E01010013,Sandwell 012C,-1.94519,52.5404,14.747
E01010014,Sandwell 012D,-1.9572,52.54,20.609
E01010015,Sandwell 021A,-2.03347,52.511,24.121
E01010016,Sandwell 021B,-2.05053,52.5123,34.59
E01010017,Sandwell 024A,-2.00927,52.5047,44.039
E01010018,Sandwell 021C,-2.02462,52.5022,27.509
E01010019,Sandwell 024B,-2.00389,52.4983,42.412
E01010020,Sandwell 024C,-1.99345,52.4924,30.978
E01010021,Sandwell 024D,-2.00188,52.4928,41.415
E01010022,Sandwell 037B,-2.00895,52.4641,18.16
E01010023,Sandwell 037C,-1.99968,52.4659,21.093
E01010024,Sandwell 036B,-1.99175,52.4668,14.574
E01010025,Sandwell 037D,-2.0087,52.4725,39.443
E01010026,Sandwell 036C,-1.99674,52.4718,21.971
E01010027,Sandwell 036D,-1.9888,52.4702,14.672
E01010028,Sandwell 037E,-2.00607,52.4683,34.315
E01010029,Sandwell 009C,-2.05206,52.542,70.309
E01010030,Sandwell 007A,-2.06678,52.5414,60.53
E01010031,Sandwell 014B,-2.0593,52.5429,60.106
E01010032,Sandwell 014C,-2.06277,52.538,73.297
E01010033,Sandwell 014D,-2.05782,52.5389,51.838
E01010034,Sandwell 007B,-2.04332,52.5504,11.769
E01010035,Sandwell 007C,-2.0505,52.5494,16.583
E01010036,Sandwell 007D,-2.06654,52.5461,34.587
E01010037,Sandwell 009D,-2.04471,52.5431,49.472
E01010038,Sandwell 029A,-2.04939,52.4907,35.551
E01010039,Sandwell 025A,-2.06032,52.4846,42.887
E01010040,Sandwell 029B,-2.04592,52.4848,28.754
E01010041,Sandwell 029C,-2.04107,52.4843,41.608
E01010042,Sandwell 035F,-2.06619,52.4812,32.952
E01010043,Sandwell 025B,-2.06041,52.4967,16.643
E01010044,Sandwell 025C,-2.06388,52.4911,34.988
E01010045,Sandwell 029D,-2.03968,52.49,35.679
E01010046,Sandwell 023A,-1.96836,52.4995,40.625
E01010047,Sandwell 023B,-1.97461,52.5027,37.462
E01010048,Sandwell 023C,-1.98009,52.4982,31.443
E01010049,Sandwell 023D,-1.97713,52.4959,34.344
E01010050,Sandwell 023E,-1.98333,52.4949,31.882
E01010051,Sandwell 031D,-1.98382,52.492,34.023
E01010052,Sandwell 023F,-1.96683,52.506,43.268
E01010053,Sandwell 023G,-1.98872,52.5027,47.144
E01010054,Sandwell 028A,-1.97317,52.4939,61.024
E01010055,Sandwell 028B,-1.97376,52.4891,28.989
E01010056,Sandwell 028C,-1.97877,52.4895,40.089
E01010057,Sandwell 028D,-1.9684,52.4885,39.439
E01010058,Sandwell 031E,-1.97565,52.4846,46.256
E01010059,Sandwell 026A,-1.95883,52.4842,38.017
E01010060,Sandwell 028E,-1.96634,52.4842,45.259
E01010061,Sandwell 026B,-1.95936,52.4873,41.264
E01010062,Sandwell 026C,-1.9643,52.4967,55.643
E01010063,Sandwell 026D,-1.94794,52.4941,60.387
E01010064,Sandwell 026E,-1.96382,52.491,39.454
E01010065,Sandwell 026F,-1.95213,52.4869,31.117
E01010066,Sandwell 015A,-2.06393,52.5251,51.921
E01010067,Sandwell 015B,-2.04836,52.5255,57.692
E01010068,Sandwell 015C,-2.07577,52.5267,32.635
E01010069,Sandwell 016E,-2.04235,52.5193,21.098
E01010070,Sandwell 015D,-2.06784,52.5209,32.852
E01010071,Sandwell 016F,-2.05728,52.5202,34.94
E01010072,Sandwell 021D,-2.05793,52.5164,26.058
E01010073,Sandwell 021E,-2.03721,52.5146,33.816
E01010074,Sandwell 014E,-2.07009,52.5353,35.835
E01010075,Sandwell 015E,-2.05695,52.5283,16.708
E01010076,Sandwell 015F,-2.06094,52.5302,48.385
E01010077,Sandwell 022A,-2.04491,52.5012,40.222
E01010078,Sandwell 025D,-2.05504,52.5013,15.093
E01010079,Sandwell 022B,-2.0391,52.499,15.448
E01010080,Sandwell 022C,-2.03134,52.4986,43.706
E01010081,Sandwell 022D,-2.05601,52.5096,14.994
E01010082,Sandwell 022E,-2.0464,52.5073,17.958
E01010083,Sandwell 022F,-2.05404,52.5051,29.095
E01010084,Sandwell 022G,-2.03984,52.5054,38.689
E01010085,Sandwell 001A,-2.00806,52.5601,31.931
E01010086,Sandwell 001B,-2.02178,52.5642,35.057
E01010087,Sandwell 001C,-2.01284,52.5651,37.57
E01010088,Sandwell 001D,-2.013,52.5616,36.468
E01010089,Sandwell 001E,-2.02314,52.5596,34.388
E01010090,Sandwell 005A,-2.02987,52.5552,39.525
E01010091,Sandwell 005B,-2.01686,52.5546,37.907
E01010092,Sandwell 003E,-2.00545,52.5537,33.254
E01010093,Sandwell 013A,-2.01705,52.534,42.251
E01010094,Sandwell 013B,-2.01152,52.5357,28.426
E01010095,Sandwell 013C,-2.02533,52.5375,46.38
E01010096,Sandwell 005C,-2.01385,52.5489,42.039
E01010097,Sandwell 005D,-2.03796,52.5458,33.621
E01010098,Sandwell 013D,-2.00781,52.5442,46.786
E01010099,Sandwell 013E,-2.00761,52.5406,31.127
E01010100,Sandwell 013F,-2.02027,52.5441,26.33
E01010101,Sandwell 020B,-1.96655,52.5167,40.965
E01010102,Sandwell 020C,-1.98929,52.5117,45.439
E01010103,Sandwell 017D,-2.00543,52.5258,43.065
E01010104,Sandwell 017E,-1.98593,52.5221,36.542
E01010105,Sandwell 017F,-1.97752,52.5194,29.058
E01010106,Sandwell 019D,-1.9972,52.5206,43.577
E01010107,Sandwell 020D,-1.98643,52.5163,67.581
E01010108,Solihull 017A,-1.69769,52.4145,5.813
E01010109,Solihull 009A,-1.72677,52.451,18.57
E01010110,Solihull 009B,-1.71882,52.4706,19.822
E01010111,Solihull 008A,-1.73822,52.4748,52.193
E01010112,Solihull 009C,-1.73472,52.472,28.046
E01010113,Solihull 009D,-1.75121,52.472,27.316
E01010114,Solihull 009E,-1.75247,52.4674,15.761
E01010115,Solihull 015A,-1.73102,52.416,17.808
E01010116,Solihull 015B,-1.75929,52.4287,7.971
E01010117,Solihull 003A,-1.76556,52.5093,8.379
E01010118,Solihull 001A,-1.7792,52.5089,17.92
E01010119,Solihull 003B,-1.7618,52.5063,8.817
E01010120,Solihull 001B,-1.76711,52.5131,26.134
E01010121,Solihull 001C,-1.77915,52.504,12.429
E01010122,Solihull 001D,-1.78641,52.5063,10.948
E01010123,Solihull 003C,-1.75867,52.5029,14.454
E01010124,Solihull 003D,-1.76855,52.5034,11.351
E01010125,Solihull 006A,-1.7367,52.4807,57.96
E01010126,Solihull 008B,-1.72358,52.4804,49.924
E01010127,Solihull 008C,-1.72863,52.4853,33.044
E01010128,Solihull 008D,-1.72437,52.4746,42.811
E01010129,Solihull 006B,-1.74387,52.4765,53.819
E01010130,Solihull 008E,-1.72916,52.4767,55.85
E01010131,Solihull 008F,-1.73113,52.4728,53.649
E01010132,Solihull 011A,-1.76698,52.4413,15.455
E01010133,Solihull 011B,-1.78016,52.4468,15.371
E01010134,Solihull 011C,-1.77255,52.4481,10.328
E01010135,Solihull 011D,-1.77932,52.4386,18.915
E01010136,Solihull 012A,-1.79411,52.4375,12.016
E01010137,Solihull 012B,-1.78692,52.4376,30.723
E01010138,Solihull 011E,-1.76031,52.4443,13.351
E01010139,Solihull 006C,-1.73782,52.489,31.277
E01010140,Solihull 007A,-1.74683,52.482,47.864
E01010141,Solihull 006D,-1.73915,52.4855,51.758
E01010142,Solihull 007B,-1.75389,52.4831,64.431
E01010143,Solihull 007C,-1.74974,52.477,51.303
E01010144,Solihull 007D,-1.75529,52.4769,27.605
E01010145,Solihull 005A,-1.74483,52.4926,24.46
E01010146,Solihull 004A,-1.7517,52.4967,39.487
E01010147,Solihull 005B,-1.75105,52.4905,54.083
E01010148,Solihull 005C,-1.75681,52.4927,49.922
E01010149,Solihull 005D,-1.75634,52.487,27.206
E01010150,Solihull 028A,-1.76044,52.3899,1.363
E01010151,Solihull 026A,-1.73071,52.3866,10.605
E01010152,Solihull 026B,-1.74215,52.3848,2.646
E01010153,Solihull 026C,-1.73271,52.3757,4.917
E01010154,Solihull 026D,-1.74991,52.4034,6.069
E01010155,Solihull 026E,-1.73696,52.3959,1.907
E01010156,Solihull 026F,-1.75255,52.3927,2.672
E01010157,Solihull 010A,-1.80348,52.4495,15.737
E01010158,Solihull 012C,-1.78902,52.4469,40.413
E01010159,Solihull 010B,-1.78601,52.4505,22.328
E01010160,Solihull 012D,-1.79311,52.4438,19.492
E01010161,Solihull 012E,-1.79886,52.4415,11.134
E01010162,Solihull 010C,-1.79936,52.4547,13.959
E01010163,Solihull 010D,-1.79867,52.4498,11.461
E01010164,Solihull 017B,-1.62089,52.4351,11.127
E01010165,Solihull 017C,-1.65523,52.4351,16.576
E01010166,Solihull 025A,-1.62346,52.3891,4.819
E01010167,Solihull 017D,-1.69148,52.3791,21.014
E01010168,Solihull 025B,-1.65708,52.4165,7.199
E01010169,Solihull 025C,-1.64697,52.389,2.803
E01010170,Solihull 025D,-1.65477,52.3888,1.963
E01010171,Solihull 025E,-1.65919,52.3835,7.95
E01010172,Solihull 014A,-1.79445,52.4333,3.62
E01010173,Solihull 014B,-1.80306,52.4264,2.609
E01010174,Solihull 013A,-1.82007,52.4298,15.475
E01010175,Solihull 013B,-1.81083,52.4316,6.427
E01010176,Solihull 014C,-1.81807,52.4244,4.287
E01010177,Solihull 013C,-1.80547,52.4425,15.319
E01010178,Solihull 013D,-1.81053,52.4398,31.69
E01010179,Solihull 014D,-1.80158,52.4343,9.473
E01010180,Solihull 029A,-1.81862,52.3796,5.979
E01010181,Solihull 029B,-1.84738,52.3892,3.805
E01010183,Solihull 029D,-1.8039,52.3758,7.956
E01010184,Solihull 028B,-1.76089,52.3828,14.926
E01010185,Solihull 028C,-1.76383,52.3685,2.665
E01010186,Solihull 028D,-1.75444,52.3776,3.592
E01010187,Solihull 028E,-1.7711,52.3814,2.899
E01010188,Solihull 028F,-1.74965,52.3656,2.137
E01010189,Solihull 029E,-1.77972,52.3552,4.001
E01010190,Solihull 024A,-1.77011,52.4017,4.294
E01010191,Solihull 022A,-1.79776,52.4051,4.902
E01010192,Solihull 019A,-1.78594,52.4073,8.595
E01010193,Solihull 024B,-1.79053,52.4012,3.031
E01010194,Solihull 024C,-1.7809,52.3994,4.294
E01010195,Solihull 016A,-1.79489,52.4211,3.967
E01010196,Solihull 019B,-1.80498,52.418,3.544
E01010197,Solihull 019C,-1.79619,52.4139,3.923
E01010198,Solihull 019D,-1.77209,52.4083,3.372
E01010199,Solihull 018A,-1.81236,52.4115,3.938
E01010200,Solihull 018B,-1.81908,52.4059,16.217
E01010201,Solihull 018C,-1.8219,52.4098,8.289
E01010202,Solihull 022B,-1.80633,52.4067,4.211
E01010203,Solihull 022C,-1.81586,52.4029,10.408
E01010204,Solihull 018D,-1.82642,52.4196,38.921
E01010205,Solihull 018E,-1.81491,52.417,2.748
E01010206,Solihull 018F,-1.82365,52.4143,9.244
E01010207,Solihull 024D,-1.79051,52.3957,4.773
E01010208,Solihull 023A,-1.82402,52.4022,9.061
E01010209,Solihull 022D,-1.80716,52.3994,12.83
E01010210,Solihull 023B,-1.83292,52.4009,6.072
E01010211,Solihull 023C,-1.82942,52.3965,21.292
E01010212,Solihull 027A,-1.77942,52.3922,2.511
E01010213,Solihull 022E,-1.81318,52.395,20.623
E01010214,Solihull 027B,-1.7985,52.3928,2.416
E01010215,Solihull 027C,-1.80159,52.389,6.93
E01010216,Solihull 027D,-1.78924,52.3846,4.602
E01010217,Solihull 023D,-1.83997,52.4017,4.438
E01010218,Solihull 021A,-1.86497,52.4083,27.399
E01010219,Solihull 021B,-1.84513,52.4056,15.346
E01010220,Solihull 030A,-1.83681,52.4067,8.482
E01010221,Solihull 021C,-1.85162,52.4036,17.165
E01010222,Solihull 021D,-1.8587,52.406,8.873
E01010223,Solihull 030B,-1.8303,52.4083,19.027
E01010225,Solihull 030C,-1.84017,52.4106,8.812
E01010226,Solihull 016B,-1.76697,52.4145,9.968
E01010227,Solihull 015C,-1.74965,52.4177,5.982
E01010228,Solihull 015D,-1.77342,52.4321,13.34
E01010229,Solihull 016C,-1.78785,52.4287,3.901
E01010230,Solihull 016D,-1.77685,52.4231,19.011
E01010231,Solihull 016E,-1.78696,52.423,3.839
E01010232,Solihull 015E,-1.76911,52.4278,16.711
E01010233,Solihull 016F,-1.76841,52.4226,16.277
E01010234,Solihull 004B,-1.7459,52.5043,53.784
E01010235,Solihull 002A,-1.75032,52.5047,48.544
E01010236,Solihull 002B,-1.75324,52.5062,42.44
E01010237,Solihull 004C,-1.74935,52.4993,30.462
E01010238,Solihull 004D,-1.73877,52.4949,53.106
E01010239,Solihull 002C,-1.75109,52.5099,44.373
E01010240,Solihull 002D,-1.75636,52.5092,42.563
E01010241,Walsall 015A,-1.8997,52.6105,8.298
E01010242,Walsall 015B,-1.91961,52.6166,34.523
E01010243,Walsall 015C,-1.91632,52.6099,11.377
E01010244,Walsall 015D,-1.92857,52.6019,37.179
E01010245,Walsall 022A,-1.91483,52.5996,7.14
E01010246,Walsall 022B,-1.935,52.589,12.672
E01010247,Walsall 022C,-1.92487,52.5975,14.808
E01010248,Walsall 022D,-1.91476,52.5885,6.941
E01010249,Walsall 004A,-1.9401,52.6299,29.477
E01010250,Walsall 004B,-1.91547,52.6418,20.928
E01010251,Walsall 007A,-1.9142,52.6283,6.411
E01010252,Walsall 004C,-1.9275,52.637,22.754
E01010253,Walsall 007B,-1.91956,52.6278,27.556
E01010254,Walsall 004D,-1.92544,52.6276,26.068
E01010255,Walsall 007C,-1.90448,52.6193,9.936
E01010256,Walsall 007D,-1.92699,52.6222,20.161
E01010257,Walsall 007E,-1.91453,52.6196,6.243
E01010258,Walsall 023A,-2.02108,52.5911,39.05
E01010259,Walsall 023B,-2.03041,52.5908,25.421
E01010260,Walsall 023C,-2.02343,52.5868,39.985
E01010261,Walsall 033A,-2.02325,52.5808,42.361
E01010262,Walsall 036A,-2.03781,52.5743,31.386
E01010263,Walsall 033B,-2.03387,52.5676,39.901
E01010264,Walsall 033C,-2.03238,52.5731,42.508
E01010265,Walsall 033D,-2.01979,52.5732,40.412
E01010266,Walsall 023D,-2.02436,52.594,44.434
E01010267,Walsall 021A,-2.01007,52.595,19.187
E01010268,Walsall 021B,-2.00101,52.5936,41.95
E01010269,Walsall 026A,-1.99818,52.588,51.011
E01010270,Walsall 026B,-2.00761,52.5887,39.13
E01010271,Walsall 017A,-2.00243,52.6049,51.211
E01010272,Walsall 017B,-1.99558,52.607,54.301
E01010273,Walsall 017C,-2.0144,52.6071,54.172
E01010274,Walsall 021C,-2.01357,52.6005,55.667
E01010275,Walsall 021D,-2.00916,52.5993,49.457
E01010277,Walsall 013B,-1.98821,52.6054,45.59
E01010279,Walsall 018B,-1.98217,52.6018,42.157
E01010282,Walsall 012A,-1.9938,52.6106,56.792
E01010283,Walsall 013D,-1.98837,52.6107,51.504
E01010284,Walsall 006A,-1.98956,52.6248,40.903
E01010285,Walsall 006B,-1.99881,52.6231,19.125
E01010286,Walsall 006C,-1.99179,52.6194,52.756
E01010287,Walsall 012B,-2.00002,52.6166,36.326
E01010288,Walsall 012C,-1.99275,52.6148,49.864
E01010289,Walsall 012D,-1.98538,52.6155,63.103
E01010290,Walsall 006D,-1.99795,52.6328,31.071
E01010291,Walsall 009A,-2.02446,52.6173,53.521
E01010292,Walsall 008A,-2.00782,52.6209,46.629
E01010293,Walsall 009B,-2.013,52.6211,39.452
E01010294,Walsall 008B,-2.01231,52.6141,48.957
E01010295,Walsall 017D,-2.00222,52.6096,56.657
E01010296,Walsall 008C,-2.0137,52.629,6.338
E01010297,Walsall 008D,-2.00871,52.6298,5.633
E01010298,Walsall 009C,-2.01821,52.6255,28.868
E01010299,Walsall 009D,-2.02568,52.6237,44.606
E01010300,Walsall 009E,-2.01936,52.6203,49.752
E01010301,Walsall 001A,-1.95506,52.6594,38.422
E01010302,Walsall 002A,-1.91761,52.6521,36.042
E01010303,Walsall 001B,-1.94333,52.6544,22.565
E01010304,Walsall 002B,-1.91599,52.6564,22.211
E01010305,Walsall 002C,-1.93006,52.6509,36.643
E01010306,Walsall 001C,-1.94023,52.6468,19.304
E01010307,Walsall 001D,-1.94935,52.6377,9.755
E01010308,Walsall 002D,-1.93056,52.6427,49.072
E01010309,Walsall 036B,-2.04021,52.5668,38.723
E01010310,Walsall 038A,-2.04897,52.5631,41.209
E01010311,Walsall 036C,-2.03236,52.5635,48.498
E01010312,Walsall 038B,-2.04585,52.5704,38.656
E01010313,Walsall 038C,-2.03936,52.5604,35.71
E01010314,Walsall 038D,-2.05078,52.56,40.423
E01010315,Walsall 038E,-2.04871,52.5559,34.916
E01010316,Walsall 036D,-2.04365,52.5742,56.359
E01010317,Walsall 024A,-1.95546,52.5908,13.707
E01010318,Walsall 024B,-1.97739,52.5913,47.461
E01010319,Walsall 010A,-1.95079,52.6151,7.502
E01010320,Walsall 016A,-1.93877,52.6141,32.54
E01010321,Walsall 010B,-1.96078,52.6151,33.736
E01010322,Walsall 016B,-1.95235,52.6065,27.649
E01010323,Walsall 016C,-1.95104,52.6101,27.345
E01010324,Walsall 016D,-1.96157,52.6043,28.372
E01010325,Walsall 024C,-1.97013,52.5957,23.416
E01010326,Walsall 029A,-1.96209,52.5823,17.321
E01010327,Walsall 029B,-1.96807,52.5821,31.117
E01010328,Walsall 029C,-1.9539,52.5781,7.028
E01010329,Walsall 039A,-1.93892,52.5812,10.022
E01010330,Walsall 029D,-1.96754,52.5779,26.741
E01010331,Walsall 035A,-1.94246,52.5741,7.278
E01010332,Walsall 035B,-1.95729,52.5715,7.859
E01010333,Walsall 035C,-1.95082,52.5675,10.684
E01010334,Walsall 035D,-1.94319,52.5645,7.988
E01010335,Walsall 037A,-1.98084,52.5643,42.483
E01010336,Walsall 034A,-1.99146,52.5675,33.256
E01010337,Walsall 037B,-1.9709,52.5614,22.444
E01010338,Walsall 037C,-1.97631,52.5675,33.449
E01010339,Walsall 037D,-1.96804,52.5662,19.054
E01010340,Walsall 034B,-1.98523,52.576,46.421
E01010341,Walsall 034C,-1.9908,52.5731,35.698
E01010342,Walsall 034D,-1.9801,52.5728,49.077
E01010343,Walsall 034E,-1.98732,52.5723,42.688
E01010344,Walsall 034F,-1.98308,52.5691,41.066
E01010345,Walsall 003A,-1.96707,52.6365,12.469
E01010346,Walsall 003B,-1.96205,52.6356,8.714
E01010347,Walsall 003C,-1.97351,52.6331,35.979
E01010348,Walsall 005A,-1.97189,52.6275,18.75
E01010349,Walsall 005B,-1.96476,52.6269,27.488
E01010350,Walsall 003D,-1.97938,52.6339,14.791
E01010351,Walsall 005C,-1.96469,52.6178,19.266
E01010352,Walsall 005D,-1.97274,52.6232,11.608
E01010353,Walsall 010C,-1.95086,52.622,26.083
E01010354,Walsall 010D,-1.95535,52.6199,21.454
E01010355,Walsall 039B,-1.90169,52.5599,13.392
E01010356,Walsall 039C,-1.92059,52.5671,12.341
E01010357,Walsall 039D,-1.91943,52.5572,8.91
E01010358,Walsall 039E,-1.8992,52.5578,17.085
E01010359,Walsall 039F,-1.90662,52.5571,16.435
E01010360,Walsall 039G,-1.90948,52.5537,13.33
E01010361,Walsall 031A,-2.00229,52.5693,27.508
E01010362,Walsall 026C,-2.00789,52.5821,42.451
E01010363,Walsall 026D,-1.99545,52.5822,46.583
E01010364,Walsall 031B,-1.99953,52.5805,54.109
E01010365,Walsall 031C,-1.9993,52.5729,47.048
E01010366,Walsall 031D,-2.00464,52.5763,49.623
E01010367,Walsall 031E,-2.00968,52.5708,49.352
E01010368,Walsall 030A,-1.98722,52.5903,61.194
E01010369,Walsall 024D,-1.97384,52.5859,52.658
E01010370,Walsall 030B,-1.97545,52.5809,44.984
E01010371,Walsall 030C,-1.98376,52.5809,58.589
E01010372,Walsall 030D,-1.97843,52.5755,45.082
E01010373,Walsall 030E,-1.96995,52.573,12.496
E01010374,Walsall 018D,-1.98867,52.5979,48.608
E01010375,Walsall 018E,-1.98784,52.5943,46.96
E01010376,Walsall 020A,-2.04106,52.5933,17.079
E01010377,Walsall 020B,-2.05259,52.5969,26.268
E01010378,Walsall 019A,-2.0241,52.597,18.935
E01010379,Walsall 019B,-2.02353,52.6039,14.016
E01010380,Walsall 020C,-2.04845,52.6031,19.657
E01010381,Walsall 020D,-2.0418,52.6009,35.531
E01010382,Walsall 019C,-2.03174,52.6012,30.01
E01010383,Walsall 019D,-2.03811,52.5968,44.811
E01010384,Walsall 032A,-1.9019,52.5734,6.276
E01010385,Walsall 028A,-1.8794,52.5837,3.753
E01010386,Walsall 028B,-1.88798,52.5804,4.479
E01010387,Walsall 028C,-1.88677,52.5756,5.888
E01010388,Walsall 022E,-1.90062,52.5912,3.96
E01010389,Walsall 032B,-1.88779,52.5665,11.413
E01010390,Walsall 032C,-1.89871,52.5684,6.321
E01010391,Walsall 032D,-1.8875,52.5719,6.144
E01010392,Walsall 028D,-1.88719,52.59,5.879
E01010393,Walsall 014A,-2.04266,52.6042,23.37
E01010394,Walsall 014B,-2.04217,52.61,15.404
E01010395,Walsall 011A,-2.04726,52.61,8.876
E01010396,Walsall 014C,-2.03512,52.6101,32.755
E01010397,Walsall 011B,-2.03686,52.6158,40.845
E01010398,Walsall 011C,-2.04793,52.6169,8.684
E01010399,Walsall 011D,-2.04301,52.6162,19.464
E01010400,Walsall 014D,-2.03164,52.6153,46.509
E01010401,Walsall 025A,-2.07127,52.588,45.046
E01010402,Walsall 027A,-2.03485,52.5863,24.162
E01010403,Walsall 025B,-2.0452,52.5872,37.693
E01010404,Walsall 025C,-2.05966,52.5813,44.077
E01010405,Walsall 027B,-2.04053,52.5823,36.669
E01010406,Walsall 027C,-2.05205,52.5775,40.67
E01010407,Walsall 025D,-2.0622,52.5925,34.767
E01010408,Walsall 025E,-2.0527,52.5904,46.226
E01010409,Walsall 027D,-2.04144,52.5901,34.442
E01010410,Wolverhampton 033A,-2.07274,52.5597,45.111
E01010411,Wolverhampton 033B,-2.05668,52.5513,27.677
E01010412,Wolverhampton 033C,-2.06535,52.5557,36.713
E01010413,Wolverhampton 033D,-2.06274,52.5506,49.847
E01010414,Wolverhampton 027A,-2.06172,52.5654,57.952
E01010415,Wolverhampton 027B,-2.05708,52.572,44.012
E01010416,Wolverhampton 027C,-2.06774,52.5679,64.145
E01010417,Wolverhampton 023A,-2.08275,52.5769,42.259
E01010418,Wolverhampton 022A,-2.06151,52.5765,19.952
E01010419,Wolverhampton 023B,-2.08181,52.5723,34.577
E01010420,Wolverhampton 023C,-2.08942,52.5737,39.582
E01010421,Wolverhampton 022B,-2.06689,52.5732,51.231
